id,platform,city,text,objective_criteria,subjective_criteria,openness,annotator,split
xhs_train_1329,小红书,上海,阿哥好叫！因为我是三代了该上海额上海宁. 但是你这样说我看不懂来. 我阿爷生在上海额但是户口本是浙江诸暨. 包括我外公外婆都是上海出生额.但是户籍是江苏.我一家门310全部讲上海话. 我而且从来没去过诸暨. 按照你的逻辑我到底是哪里人啦？那你祖籍又是哪里啦？真的滑稽,Legal/Admin; Family Heritage,Language,Neutral,merged,train
xhs_train_1330,小红书,上海,不对，真正的上海人祖籍主要是两个，松江，嘉定。,Intra-city Region; Family Heritage,,Restrictive,merged,train
xhs_train_1331,小红书,上海,我祖先是明朝从浙江海宁迁入上海龙华，又迁到南汇购地置业，我讲的是浦东方言，算上海本地人吗,Property/Assets; Family Heritage,Culture; Language,Neutral,merged,train
xhs_train_1332,小红书,上海,充其量只是新上海人。在上海三代人至少父母在上海出生的那代人才能有上海人的感觉，骨子里和上海文化同化的才能称为上海人,Family Heritage,Culture,Restrictive,merged,train
xhs_train_1333,小红书,上海,在我看来310甚至都不是规定，只有会说上海话的才是真正的上海人，哪怕你不是上海户籍，要么是落其他地方户的甚至出国的，要么哪怕你就是外地人在上海呆了十几年一口流利上海话，我也认同你这叫真正的新上海人。剩下的都别蹭，哪怕你310，一张嘴刚波味道，也和上海人不搭边，只能叫上海户口,,Language,Restrictive,merged,train
xhs_train_1335,小红书,上海,虽不是310，出生在上海，会说上海土著话，爱上海爱到骨子里，总所周知的原因离开了家乡，日思夜想想回上海…我算不算上海人,Birth/Upbringing; Legal/Admin,Belonging; Culture; Language; Self-ID,Inclusive,merged,train
xhs_train_1336,小红书,上海,熟悉的人见面招呼必脏话的就是上海人,,Culture; Language,Restrictive,merged,train
xhs_train_1337,小红书,上海,这只是我一个上海人理性的思维，你的想法很美好但实操并不那么理想，现在一批00后10后讲不来沪语，你说他们是不是上海人？也可以说只要兼顾任何一者都是，但现实生活里行政属性肯定实际高于文化认同！或者可以这么说文化认同要高于行政属性除非大环境沪文化强势，不然真的太过一厢情愿了！,Legal/Admin,Belonging,Neutral,merged,train
xhs_train_1338,小红书,上海,会说上海话啊。我又不可能去掏人家的身份证户口本，谁和我说上海话，我就认谁是上海人咯。外地人、外国人如果被上海文化深度浸染，张口就是上海话，我也认他们是上海人。,,Language,Inclusive,merged,train
xhs_train_1339,小红书,上海,在上海过年店就算上海人,Family Heritage,,Inclusive,merged,train
xhs_train_1340,小红书,上海,而且，知青怎么不算上海人啦，我有一个爷叔是知青回沪的，自阿爷辈就定居上海了，全家流利上海话，到你嘴里竟然不算上海人了,Family Heritage,Language,Neutral,merged,train
xhs_train_1341,小红书,上海,其实这么久，我个人觉得，无论是新上海人还是老上海人，户口可能是基础，但平时还是会觉得会说上海话，认同上海城市的文化才是上海人，毕竟语言是城市文化的基础，融入一种文化才会有认同感，这也是为什么新上海人还是会说自己是外地的，没有认同感,Legal/Admin,Belonging; Culture; Language,Neutral,merged,train
xhs_train_1342,小红书,上海,出生上海，310身份证，会说上海话,Birth/Upbringing; Legal/Admin,Language,Neutral,merged,train
xhs_train_1343,小红书,上海,上海籍贯上海人就是本地人，分布在上海市各区！不要把简单的问题复杂化！,Residence; Family Heritage,,Inclusive,merged,train
xhs_train_1344,小红书,上海,我感觉310 和 会说上海话起码占一个。你还是做新加坡人吧,Legal/Admin,Language,Restrictive,merged,train
xhs_train_1345,小红书,上海,会说上海话的310，同时父母或自己在上海至少有2套以上房产,Property/Assets; Legal/Admin,Language,Restrictive,merged,train
xhs_train_1347,小红书,上海,会说上海话,,Language,Neutral,merged,train
xhs_train_1349,小红书,上海,本地乡下土著才属于真正的上海人,Intra-city Region,,Restrictive,merged,train
xhs_train_1350,小红书,上海,上海是个地名，现在分内环，中环，外环。不说解放前移民，也不说解放后几十年的移民，就说现在，你有钱，就能继续做上海人，留在环内。你没钱，外地有钱人就移民过来替换你，在你原来住的地方买房，你出环。出环后你可以继续以为自己是个上海人，但有点自嗨，因为淮海路南京路已经离你很远了，只能手机上看看。观点很极端，很现实，很铜臭。,Residence; Property/Assets; Intra-city Region,,Restrictive,merged,train
xhs_train_1353,小红书,上海,人家还是原先当地的本地人，还在原地。也无所谓新上海人。另外，南汇县、川沙厅等地是由上海县分出去的，可以算原上海县本地人。,Legal/Admin,,Inclusive,merged,train
xhs_train_1356,小红书,上海,本地人，310，籍贯上海；上海人，310，籍贯非上海；新上海人，非310，籍贯非上海,Legal/Admin; Family Heritage,,Neutral,merged,train
xhs_train_1358,小红书,上海,总归要会说上海话吧，至少听得懂,,Language; Self-ID,Inclusive,merged,train
xhs_train_1359,小红书,上海,错了 本地人是有宅基地和农田 籍贯上海,Property/Assets; Legal/Admin,,Neutral,merged,train
xhs_train_1361,小红书,上海,本地人么就是老底子噶，上海阿乡。吾就是谍能嘎额阿乡,Intra-city Region; Family Heritage,,Restrictive,merged,train
xhs_train_1362,小红书,上海,我的认知是：解放前祖辈就来上海定居了，到现在至少四代了。现在父母辈来上海，孩子310算是新上海人。,Family Heritage,,Neutral,merged,train
xhs_train_1363,小红书,上海,3代以上都上海人，都会上海话？？,Legal/Admin; Family Heritage,Language,Neutral,merged,train
xhs_train_1365,小红书,上海,我是新上海人！我母亲出生在上海，但由于当时局势变迁，全家迁到天津，我也就是地地道道天津人！后我全家工作原因又落户上海，我对外一般情况下不会说我是上海人，我会说我是天津人，但在工作等必须提供身份的情况下，我就说我是上海人，有时也会特意说“我是新上海人”！我之所以这么小心翼翼，就是因为一些老上海人～所谓的正宗上海人对我们新上海人不经意间说自己是上海人耿耿于怀！身份证310、一口地道的上海话，不就已经证明是正宗上海人了吗？为什么不许新上海人说自己是上海人呢？！人家新上海人不也是上海人吗？！人家又没打着这个旗号骗婚！再说了，正宗上海人很了不起吗？！高人一等吗？！,Birth/Upbringing; Legal/Admin,Belonging; Language,Restrictive,merged,train
xhs_train_1366,小红书,上海,我80后，我觉得，本地人应该同时满足：老家多数在闵行，浦东，松江，奉贤，金山，崇明等上海郊区的、三代上都是上海常住、现在或父辈祖辈有上海宅基地的（考虑到现在拆迁太多了，很多宅基地被拆掉了）,Residence; Property/Assets; Family Heritage,,Restrictive,merged,train
xhs_train_1369,小红书,上海,首先要认同上海喜欢上海愿意融入上海,,Belonging; Self-ID,Neutral,merged,train
xhs_train_1370,小红书,上海,祖辈49年以前定居在上海特别市内的,Family Heritage,,Neutral,merged,train
xhs_train_1372,小红书,上海,还是看身份证很准，我和父母说上海话，没在上海生活过，不觉得自己是上海人,Legal/Admin,Self-ID,Neutral,merged,train
xhs_train_1373,小红书,上海,以前宝山，崇明，金山，松江，青浦，嘉定几个县一般都不算在上海市区人中的,Intra-city Region,,Restrictive,merged,train
xhs_train_1376,小红书,上海,也就310能分辨了。有些东西只有三四十岁以上的上海人知道，他们下一代也就是差不多00后，他们是不知道的，甚至都不太会讲上海话了，和新上海的下一代是一样的，总不能说他们不是上海人吧。,Legal/Admin,Culture,Inclusive,merged,train
xhs_train_1377,小红书,上海,笑死了 我籍贯上海市户籍上海市 在小红书都不算上海人就因为我不住在郊区在市区,Legal/Admin; Intra-city Region; Family Heritage,,Restrictive,merged,train
xhs_train_1380,小红书,上海,就是抗战解放之前就一直祖祖辈辈生活在上海这片土地上的人，市区郊区都有，最明显的特征是爷爷奶奶说过dada nana。讲啊呀啊娘的大都是宁波后裔，除此之外还有解放后大各路江浙移民，这些人叫上海人。,Family Heritage,Culture; Language,Neutral,merged,train
xhs_train_1381,小红书,上海,讲话后缀带“嘎”和“呀伐”的是本地人，后缀只带“呀”和“伐拉”的是上海人,,Language,Neutral,merged,train
xhs_train_1382,小红书,上海,这上面圈子以外的江苏各县人 现划为上海的当地人被称为本地人,Intra-city Region,,Neutral,merged,train
xhs_train_1383,小红书,上海,我是上海本地人，31010开头的,Legal/Admin,,Neutral,merged,train
xhs_train_1384,小红书,上海,建国前就在上海的,Family Heritage,,Restrictive,merged,train
xhs_train_1386,小红书,上海,家里有郊区宅基地或者有过老城厢祖屋的，往上数四代婚配对象也是类似情况的，在我这个80后眼中才是上海本地人。出生在上海，会讲流利沪语，310开头身份证的，但长辈从外地来的算上海市区人。,Birth/Upbringing; Property/Assets; Legal/Admin; Intra-city Region; Family Heritage,Language,Restrictive,merged,train
xhs_train_1387,小红书,上海,上海人眼中的本地人就是：乡窝宁 有钱 有闲 工资可能不高 但是不靠工资 家里拆迁好几套 结婚吃三天,Property/Assets,Culture,Neutral,merged,train
xhs_train_1388,小红书,上海,问“老娘舅宁得是撒宁伐”，回答李九松的是老上海人，回答柏万青的是中上海人，回答不宁得的是新上海人，听不懂你在说什么的是外地人,,Culture; Language,Neutral,merged,train
xhs_train_1389,小红书,上海,出生地，310，上海话,Birth/Upbringing; Legal/Admin,Language,Neutral,merged,train
xhs_train_1390,小红书,上海,看你对这个城市的热爱程度，打心眼里喜欢并真心维护它，你不是310我觉得你也是上海人，毫不违和,,Belonging; Culture,Inclusive,merged,train
xhs_train_1391,小红书,上海,很多在上海打工的民工，小孩在上海出生，并不能算是上海人。,Family Heritage,,Restrictive,merged,train
xhs_train_1392,小红书,上海,我认为只有祖籍是上海的才是上海人，认祖归宗为什么非要说自己是上海人，很多台湾人还说自己是山东人。,Family Heritage,,Restrictive,merged,train
xhs_train_1393,小红书,上海,就目前这帮子老乡把自己籍贯都改成上海的情况下，还是看上海话标不标准更好一些,,Language,Restrictive,merged,train
xhs_train_1394,小红书,上海,我儿子就不会说上海话 应该也被开除沪籍了,,Language,Restrictive,merged,train
